words,00s,10s,20s,50s,60s,70s,80s,90s
stendhal,3,0,0,0,0,0,0,0
step,4,1,4,0,2,5,6,3
stepfather,0,0,0,0,0,0,0,1
stephen,0,0,0,0,0,1,0,2
stepmom,0,1,0,0,0,0,0,0
stepped,1,0,0,0,0,1,0,0
steppin,1,0,1,0,0,1,0,0
stepping,0,0,0,0,1,0,0,0
stereo,0,0,1,0,0,0,0,1
stereotyped,1,0,0,0,0,0,0,0
sterile,1,0,0,0,0,0,0,0
stern,1,0,0,0,0,2,0,1
sterner,0,0,1,0,0,0,0,0
sternly,0,0,0,0,0,1,0,0
steve,0,2,3,0,0,0,1,1
stevens,0,0,1,0,0,0,0,0
stevenson,0,0,0,0,0,0,0,1
steves,0,0,2,0,0,0,0,0
stevie,0,0,1,0,0,1,0,0
stew,0,0,0,0,0,1,0,0
steward,1,0,0,0,0,0,0,0
stewardess,0,0,1,0,0,0,0,0
stewart,0,0,1,0,0,0,0,0
stewing,0,0,0,0,0,1,0,0
stick,4,1,4,1,3,4,0,3
sticker,0,1,0,0,0,0,1,0
stickin,0,0,1,0,0,0,1,0
sticking,1,0,0,0,0,0,1,0
sticky,0,0,1,0,0,0,1,0
stiff,1,0,0,0,0,1,0,1
stiffed,0,0,1,0,0,0,0,0
stiffened,1,0,0,0,0,0,0,0
stiffening,1,0,0,0,0,0,0,0
stiffly,1,0,1,0,0,1,0,0
stiffness,1,0,0,0,0,1,0,0
stifle,1,0,0,0,0,0,0,0
stifled,1,0,0,0,0,0,0,0
stigma,0,0,1,0,0,0,0,0
stiii,0,0,0,0,0,0,0,1
stiletto,0,0,0,0,0,1,0,0
still,9,5,5,0,11,31,10,15
stilled,1,0,0,0,0,0,0,0
stiller,1,0,0,0,0,0,0,0
stilllife,0,0,1,0,0,0,0,0
stillness,0,0,0,0,0,0,1,0
stimulant,0,0,0,0,0,1,0,0
stimulate,1,0,0,0,0,0,0,0
stimulating,1,0,0,0,0,0,0,0
stimulus,1,0,0,0,0,1,0,0
sting,1,0,0,0,0,1,1,1
stinging,0,0,0,0,0,0,0,2
stink,0,0,1,0,0,1,0,1
stinkiest,0,0,1,0,0,0,0,0
stinking,0,0,0,0,0,1,0,0
stinkpot,0,0,0,0,0,1,0,0
stinky,0,0,1,0,0,0,0,0
stir,1,1,1,0,0,1,0,0
stirred,1,0,0,0,0,0,0,0
stirring,1,0,1,0,0,0,0,0
stitch,1,0,0,0,0,0,0,0
stitched,1,0,0,0,0,0,0,0
stizz,0,0,1,0,0,0,0,0
stjeanfortjoli,0,0,0,0,0,0,0,1
stl,0,0,1,0,0,0,0,0
stmartin,0,0,0,0,0,0,0,1
stock,1,1,0,0,0,0,0,1
stockbroker,1,0,1,0,0,0,0,0
stocking,0,2,0,0,0,0,0,0
stockjobber,1,0,0,0,0,0,0,0
stocks,1,0,0,0,0,0,0,0
stockyard,0,0,1,0,0,0,0,0
stodgy,1,0,0,0,0,0,0,0
stoic,1,1,0,0,0,0,0,0
stole,1,0,2,0,1,4,1,1
stolen,0,1,0,0,0,1,0,0
stolid,0,0,0,0,0,1,0,0
stolidly,1,0,0,0,0,0,0,0
stomach,3,1,1,0,0,0,1,1
stomch,0,0,1,0,0,0,0,0
stomp,0,0,2,0,0,0,0,0
stomping,0,0,1,0,0,0,0,0
stone,3,1,3,1,2,7,4,1
stonecutting,0,0,0,0,0,1,0,0
stoned,1,0,1,0,0,2,0,1
stoner,0,0,1,0,0,0,0,0
stones,0,0,1,0,0,0,0,0
stoney,1,0,0,0,0,0,0,0
stood,1,0,1,1,1,6,1,0
stooge,0,0,1,0,0,0,0,0
stool,0,0,2,0,0,0,0,0
stooped,1,0,0,0,0,0,0,0
stoopid,0,0,1,0,0,0,0,0
stoopidxoolin,0,0,1,0,0,0,0,0
stooping,1,0,0,0,0,0,0,0
stop,8,1,5,1,10,19,3,9
stopgap,1,0,0,0,0,0,0,0
stopped,1,1,2,0,3,3,0,0
stoppin,0,0,0,0,0,1,0,0
stopping,1,0,0,0,0,0,1,1
storage,0,0,1,0,0,0,0,0
store,1,1,2,0,0,2,1,0
stored,1,0,0,0,0,0,0,0
storefront,0,0,1,0,0,0,0,0
storehouse,1,0,1,0,0,0,0,0
storied,0,0,0,0,0,1,0,0
stories,1,0,0,0,0,0,0,0
storm,1,0,1,0,2,6,2,0
stormy,1,0,0,0,0,1,0,0
story,5,1,4,0,0,4,1,2
storyteller,0,0,0,0,0,1,0,0
stoup,1,0,0,0,0,0,0,0
stout,1,0,1,0,0,1,0,0
stove,0,0,0,0,0,1,0,0
stowin,0,0,0,0,0,1,0,0
stoylov,0,0,0,0,0,0,0,1
straight,1,0,5,0,2,6,1,5
straightaway,0,0,0,0,0,0,0,1
straighten,1,0,0,0,0,0,0,0
straightened,1,0,0,0,0,1,0,0
straightening,1,0,0,0,0,0,0,0
straightforward,1,0,0,0,0,0,0,0
straightway,0,0,0,0,1,0,0,0
strain,1,0,0,0,0,0,1,0
strained,1,0,0,0,0,0,0,0
straining,1,0,0,0,0,0,0,0
strait,0,0,1,0,0,1,0,0
straitjacket,0,0,1,0,0,0,0,0
strand,0,0,0,0,0,1,0,0
stranded,0,0,1,0,0,0,0,1
strange,1,1,2,0,1,5,2,2
strangely,1,1,1,0,0,0,0,0
strangeness,1,0,0,0,0,0,0,0
stranger,3,1,4,0,2,4,3,1
strangers,0,1,0,0,0,0,0,0
strangest,0,0,1,0,0,0,0,0
strangiers,0,0,0,0,0,0,0,1
strangled,1,0,0,0,0,0,0,0
stranglehold,0,0,0,0,0,0,0,1
strangler,0,0,1,0,0,0,0,0
strap,0,1,2,0,0,1,0,2
strapped,0,0,2,0,0,0,1,0
strappin,1,0,0,0,0,0,0,0
strapping,0,0,1,0,0,0,0,0
stratagem,1,0,0,0,0,0,0,0
strategic,1,0,0,0,0,0,0,0
strategist,1,0,0,0,0,0,0,0
strategy,1,0,0,0,0,0,0,1
straw,2,0,1,0,0,0,0,0
strawberry,1,0,1,0,1,0,0,1
strawcoloured,0,0,0,0,0,1,0,0
stray,2,0,1,0,0,0,0,0
straying,1,0,0,0,0,0,0,0
streak,0,0,1,0,1,3,0,0
streaking,0,0,0,0,0,1,0,0
stream,1,0,3,0,0,6,1,0
streamer,1,0,0,0,0,0,0,0
streaming,0,0,1,0,0,0,0,0
street,7,3,4,0,9,22,10,5
streetfighter,0,0,1,0,0,0,0,0
streetlight,1,0,2,0,0,0,0,0
streetwalker,1,0,0,0,0,0,0,0
strength,2,1,3,0,0,1,1,0
strengthen,0,0,1,0,0,0,0,0
strengthened,1,0,0,0,0,0,0,0
strenuous,1,0,0,0,0,0,0,0
stress,1,0,0,0,0,1,0,0
stressed,0,0,1,0,0,1,0,0
stresshound,0,0,1,0,0,0,0,0
stretch,1,0,0,0,0,0,0,0
stretched,1,0,1,0,0,2,0,0
stretching,1,0,0,0,0,2,0,0
strewn,1,1,1,0,0,1,1,0
strict,0,0,1,0,0,0,0,0
strictly,1,0,1,0,0,1,0,0
stride,2,1,1,0,0,1,1,0
strife,0,0,1,0,0,2,0,0
strike,2,0,2,0,2,1,2,1
striking,1,1,0,0,0,1,0,0
string,1,1,1,0,1,0,2,3
strip,1,0,2,0,0,1,0,0
stripe,1,0,1,0,0,0,0,0
stripes,1,0,0,0,0,0,0,0
stripped,1,0,1,0,1,1,0,0
striptease,0,0,0,0,0,1,0,0
strive,1,0,1,0,0,1,0,0
strives,0,0,1,0,0,0,0,0
striving,1,0,1,0,0,1,0,1
strode,1,0,0,0,0,0,0,0
stroke,1,0,3,0,0,1,0,0
stroked,0,0,0,0,0,1,0,0
stroking,1,0,0,0,0,1,0,0
stroll,1,0,0,0,0,1,0,0
strolled,1,0,0,0,0,0,0,0
strollin,0,0,1,0,0,0,0,0
strolling,1,0,1,0,0,0,0,0
stron,1,0,0,0,0,0,0,0
strong,6,1,2,0,1,1,3,4
stronger,1,0,2,0,1,0,0,0
strongest,1,0,1,0,0,0,0,0
strongly,1,0,1,0,0,1,0,0
strop,1,0,0,0,0,0,0,0
strove,1,0,0,0,0,1,0,0
struck,1,0,0,0,0,1,0,0
structure,1,0,1,0,0,1,0,0
structured,0,0,1,0,0,0,0,0
struggle,1,1,0,0,0,1,0,1
struggled,0,0,0,0,0,1,0,0
struggling,1,1,1,0,0,0,0,0
strumming,0,0,0,1,0,0,0,0
strung,1,0,0,0,0,0,2,0
strut,0,0,0,0,0,0,1,0
stuart,0,0,0,0,0,1,0,0
stubblegrown,0,0,0,0,0,1,0,0
stubborn,1,0,0,0,0,0,0,0
stucco,1,0,1,0,0,0,0,0
stuck,2,1,3,0,1,1,2,2
stuckup,1,0,0,0,0,0,0,0
stud,1,0,0,0,0,0,0,0
student,1,1,1,0,0,1,0,0
studied,1,0,0,0,0,1,0,1
studio,1,0,2,0,0,0,1,1
study,1,1,3,0,0,2,0,0
studying,1,1,1,0,0,0,0,0
stuff,1,1,2,0,0,2,2,1
stuffed,0,0,0,0,0,0,0,1
stuffy,1,0,0,0,0,0,0,0
stumble,2,1,1,0,0,1,0,0
stumbled,2,0,0,0,0,1,0,0
stumbling,0,1,0,0,0,1,1,1
stump,1,0,0,0,0,0,0,0
stung,0,1,0,0,0,2,0,0
stunned,0,1,0,0,0,0,0,0
stunner,1,0,0,0,0,0,0,0
stunning,1,0,0,0,0,0,0,0
stunt,0,1,0,0,0,0,0,0
stunted,0,0,0,0,0,1,0,0
stupefaction,1,0,0,0,0,0,0,0
stupefied,1,0,0,0,0,0,0,0
stupid,2,2,2,0,0,1,0,3
stupidity,1,0,0,0,0,0,0,0
stupidlookin,0,0,1,0,0,0,0,0
stupor,1,0,0,0,0,0,0,0
stuttering,0,0,0,0,0,0,0,1
style,3,0,2,0,2,2,1,2
styled,1,0,0,0,0,0,0,0
styletextalign,0,0,1,0,0,0,0,0
styrke,0,0,1,0,0,0,0,0
styrofoam,0,0,1,0,0,0,1,0
suarez,0,0,0,0,0,1,0,0
suave,0,0,0,0,0,1,0,0
suavely,0,0,1,0,0,1,0,0
suavity,1,0,0,0,0,0,0,0
sub,0,0,1,0,0,0,0,0
subaltern,1,0,0,0,0,0,0,0
subaqueous,1,0,0,0,0,0,0,0
subcutaneous,1,0,0,0,0,0,0,0
subdivided,1,0,0,0,0,0,0,0
subdivision,0,1,0,0,0,0,0,0
subdue,1,0,0,0,0,0,0,0
subdued,0,0,1,0,0,0,0,1
subfusionary,0,0,1,0,0,0,0,0
subject,2,0,1,0,0,1,0,1
subjected,1,0,0,0,0,0,0,0
subjecting,0,0,1,0,0,0,0,0
subjective,1,0,0,0,0,0,0,0
sublime,1,0,1,0,0,1,0,1
subliminal,1,0,0,0,0,0,0,0
sublimity,0,0,1,0,0,0,0,0
submerged,1,0,1,0,0,0,0,0
submission,1,0,0,0,0,0,0,0
submit,1,0,1,0,0,0,0,0
submitting,0,0,1,0,0,0,0,0
subordinate,1,0,1,0,0,0,0,0
subscribe,1,0,1,0,0,0,0,0
subscriber,1,0,0,0,0,0,0,0
subsequent,1,0,1,0,0,0,0,0
subsequently,1,0,1,0,0,0,0,0
subserve,0,0,1,0,0,0,0,0
subside,1,0,0,0,0,0,0,1
subsist,0,0,1,0,0,0,0,0
subsisted,0,0,1,0,0,0,0,0
subsistence,0,0,1,0,0,0,0,0
subsistent,0,0,1,0,0,0,0,0
subsisting,0,0,1,0,0,0,0,0
subsists,0,0,1,0,0,0,0,0
subsoil,1,0,0,0,0,0,0,0
substance,1,0,7,0,0,0,0,0
substances,0,0,5,0,0,0,0,0
substantial,1,0,2,0,0,0,0,0
substantially,0,0,1,0,0,0,0,0
substitute,1,0,0,0,0,0,0,0
substituted,1,0,0,0,0,0,0,0
substituting,1,0,0,0,0,0,0,0
subterranean,1,0,0,0,0,0,0,0
subtle,1,0,1,0,0,2,0,0
subtler,0,0,0,0,0,1,0,0
subtlety,1,0,0,0,0,0,0,0
subtract,1,0,0,0,0,0,0,0
subtracted,0,0,1,0,0,0,0,0
subtracting,1,0,0,0,0,0,0,0
subtraction,0,0,1,0,0,0,0,0
suburb,1,1,0,0,0,1,0,0
suburban,1,1,0,0,1,0,0,0
subversive,1,0,0,0,0,0,0,0
subway,0,0,2,0,1,0,0,0
succedaneum,1,0,0,0,0,0,0,0
succeed,1,0,1,0,0,0,1,1
succeeded,1,0,1,0,0,0,0,0
succeeding,1,0,0,0,0,0,0,0
succeeds,0,0,1,0,0,0,0,0
success,1,0,0,0,1,2,0,0
successful,1,0,1,0,0,0,0,0
successfully,1,0,0,0,0,0,0,0
succession,1,0,1,0,0,0,0,0
successionless,0,0,1,0,0,0,0,0
successive,1,0,1,0,0,0,0,0
successively,1,0,1,0,0,0,0,0
successiveness,0,0,1,0,0,0,0,0
successor,1,0,0,0,0,0,0,0
succumbed,1,0,0,0,0,0,0,0
succès,0,0,0,0,0,0,0,1
such,4,0,5,0,0,0,0,1
suck,0,1,2,0,0,1,0,1
sucked,0,0,2,0,0,1,0,0
sucker,1,0,1,0,0,0,0,0
suckin,0,0,1,0,0,0,1,0
sucking,0,0,0,0,0,1,0,0
suckles,0,0,0,0,1,0,0,0
sudan,0,0,1,0,0,0,0,0
sudden,1,0,2,0,0,2,0,1
suddenly,1,2,1,0,2,1,0,2
sudenly,0,0,1,0,0,0,0,0
sue,0,0,0,1,0,0,0,0
sued,0,0,1,0,0,0,0,0
suffer,3,0,1,0,0,2,0,0
suffered,1,1,0,0,0,1,0,0
sufferer,2,0,0,0,0,1,0,0
suffering,1,0,0,0,1,1,0,0
suffers,1,1,1,0,0,0,0,0
suffice,1,0,1,0,0,0,0,1
sufficed,1,0,1,0,0,0,0,0
suffices,0,0,1,0,0,0,0,0
sufficient,1,0,1,0,0,0,0,0
sufficiently,1,0,1,0,0,0,0,0
suffocation,1,0,0,0,0,0,0,0
suffused,0,0,0,0,0,1,0,0
sugan,0,0,0,0,0,1,0,0
sugar,1,0,3,0,1,3,1,0
sugarloaf,1,0,0,0,0,0,0,0
sugarpop,0,0,1,0,0,0,0,0
suggest,1,0,1,0,0,0,0,0
suggested,1,0,0,0,0,0,0,0
suggesting,1,0,0,0,0,0,0,0
suggestion,1,0,0,0,0,0,0,0
suggestive,1,0,0,0,0,0,0,0
suggests,1,0,0,0,0,0,0,0
suicidal,0,0,1,0,0,0,0,0
suicide,3,1,1,0,0,4,0,1
suit,1,0,4,0,0,3,0,2
suitable,1,0,1,0,0,0,0,0
suitably,0,0,1,0,0,0,0,0
suitcase,0,0,2,0,1,0,0,1
suite,0,1,1,0,0,0,0,0
suited,1,0,0,0,0,0,0,0
sullen,1,0,0,0,0,0,0,0
sullenly,1,0,0,0,0,0,0,0
sullivan,0,0,1,0,0,0,0,0
sulphuryellow,0,0,0,0,0,1,0,0
sultan,0,0,0,0,0,1,0,0
sultana,0,0,1,0,0,0,0,0
sum,1,0,1,0,0,1,0,1
summa,0,0,1,0,0,0,0,0
summary,1,0,0,0,0,0,0,0
summation,0,0,1,0,0,0,0,0
summer,3,0,1,0,3,13,2,3
summerhill,0,0,1,0,0,0,0,0
summertime,0,0,0,0,0,1,0,0
summit,1,0,0,0,0,1,0,0
summon,1,0,1,0,0,1,0,0
summoned,1,0,0,0,0,1,0,0
summons,1,1,0,0,0,0,0,0
sumpn,0,0,1,0,0,0,0,0
sumptuous,1,0,0,0,0,0,0,0
sumr,0,0,1,0,0,0,0,0
sumtotal,1,0,0,0,0,0,0,0
sun,6,2,8,1,6,27,4,10
sunbeam,1,0,0,0,0,0,0,0
sunburn,0,0,0,0,0,0,0,1
sunburned,1,0,0,0,0,0,0,0
sunday,1,0,1,0,1,1,1,2
sundown,0,0,0,0,0,1,0,0
sundrenched,0,0,0,0,0,0,0,1
sundry,1,0,0,0,0,0,0,0
sunflower,0,0,1,0,0,0,0,0
sung,1,0,0,0,1,1,0,0
sunglass,0,1,0,0,0,0,1,0
sunk,1,0,0,0,0,0,0,0
sunken,1,0,0,0,0,0,0,0
sunlight,1,0,0,0,2,0,1,0
sunlit,1,0,0,0,0,0,0,0
sunny,1,0,0,0,0,1,0,2
sunrise,2,0,2,0,0,0,0,0
sunset,1,0,2,0,1,0,0,0
sunshade,1,0,0,0,0,0,0,0
sunshine,3,2,2,0,0,1,0,1
sunsplashed,1,0,0,0,0,0,0,0
sunt,0,0,0,0,0,1,0,0
super,0,0,3,0,0,1,0,1
superactivity,1,0,0,0,0,0,0,0
superb,1,0,0,0,0,0,0,0
supererogation,1,0,0,0,0,0,0,0
superficial,1,0,0,0,0,0,0,0
superfluity,0,0,1,0,0,0,0,0
superfluous,1,0,1,0,0,0,0,0
superfly,0,0,1,0,0,0,0,0
superhero,0,0,1,0,0,0,0,0
superhuman,1,0,0,0,0,0,0,0
superimposed,1,0,0,0,0,0,0,0
superintendent,0,0,1,0,0,0,0,0
superior,2,0,2,0,0,0,0,0
superiority,1,0,1,0,0,0,0,0
superlarge,0,0,1,0,0,0,0,0
superman,1,0,0,0,0,0,1,0
supernatural,1,0,2,0,0,0,0,0
supernova,0,0,0,0,0,0,0,1
superorganism,0,0,1,0,0,0,0,0
supersaturated,0,0,0,0,0,1,0,0
supersensitiveness,1,0,0,0,0,0,0,0
supersonic,0,0,1,0,0,0,0,0
superstition,1,0,0,0,0,0,0,0
superstitious,1,0,0,0,0,0,0,0
superstores,0,1,0,0,0,0,0,0
superstructure,0,0,1,0,0,0,0,0
superunknown,0,0,1,0,0,0,1,0
supervening,0,0,1,0,0,0,0,0
supervise,0,0,1,0,0,0,0,0
supervised,1,0,0,0,0,0,0,0
supervisor,0,0,1,0,0,0,0,0
supper,1,0,0,0,1,1,0,1
supping,1,0,0,0,0,0,0,0
supple,1,0,0,0,1,1,0,0
supplement,1,0,0,0,0,0,0,0
suppleness,1,0,0,0,0,0,0,0
suppliant,1,0,0,0,0,0,0,0
supplication,1,0,0,0,0,0,0,0
supplied,1,0,0,0,0,0,0,1
supplier,0,0,0,0,0,0,0,1
supply,0,1,2,0,0,2,0,1
supplying,1,0,0,0,0,0,0,0
support,1,0,2,0,0,0,1,0
supported,1,0,0,0,0,0,0,0
supporter,1,0,0,0,0,0,0,0
supporting,1,0,1,0,0,0,0,0
supportive,0,0,1,0,0,0,0,0
suppose,2,0,2,0,0,2,0,1
supposed,1,1,3,0,2,1,1,2
supposes,1,0,1,0,0,0,0,0
supposing,1,0,1,0,0,0,0,0
supposition,1,0,1,0,0,0,0,0
suppositional,0,0,1,0,0,0,0,0
suppressing,1,0,0,0,0,0,0,0
suppression,1,0,0,0,0,0,0,0
supralapsarian,0,0,0,0,0,1,0,0
suprasensitive,0,0,1,0,0,0,0,0
supreme,1,0,3,0,0,1,0,0
supremely,0,0,1,0,0,0,0,0
supremes,0,0,1,0,0,0,0,0
sur,1,0,0,0,0,0,0,1
surah,1,0,0,0,0,0,0,0
sure,7,1,2,1,6,18,3,10
surely,3,1,1,0,0,4,0,0
surface,3,1,3,0,0,1,0,0
surfeit,1,0,0,0,0,0,0,0
surfeited,1,0,0,0,0,0,0,0
surfer,0,0,1,0,0,0,0,0
surge,0,0,1,0,0,1,0,0
surgeon,1,0,0,0,0,0,1,1
surgery,0,0,1,0,0,0,0,1
surgical,1,1,0,0,0,0,0,0
surging,0,1,0,0,0,0,0,0
surki,0,0,1,0,0,0,0,0
surlily,0,0,0,0,0,1,0,0
surly,0,0,1,0,0,0,0,0
surmounted,1,0,0,0,0,0,0,0
surmounting,1,0,0,0,0,0,0,0
surname,0,0,0,0,0,1,0,1
surpass,1,0,1,0,0,0,0,0
surpassed,1,0,0,0,0,0,0,0
surpasses,0,0,1,0,0,0,0,0
surpassing,0,0,1,0,0,0,0,0
surplice,1,0,0,0,0,0,0,0
surprise,3,1,1,0,3,4,0,3
surprised,3,0,2,0,0,1,0,0
surprising,1,1,1,0,0,0,0,0
surprisingly,1,0,0,0,0,0,0,0
surreal,0,1,0,0,0,0,0,0
surrealistic,0,0,1,0,0,0,0,0
surrender,1,1,1,0,0,0,0,0
surrendered,1,0,0,0,0,0,0,0
surreptitious,1,0,0,0,0,0,0,0
surround,2,0,1,0,0,0,0,0
surrounded,1,0,2,0,0,1,0,1
surrounding,1,1,0,0,0,0,0,0
surroundings,1,0,0,0,0,0,0,0
survey,0,0,2,0,0,1,0,0
surveying,1,0,0,0,0,0,0,0
survival,0,0,0,0,0,0,1,0
survive,3,0,3,0,1,3,0,0
survived,1,1,0,0,0,0,0,0
survives,0,0,1,0,0,0,0,1
surviving,1,0,0,0,0,0,0,0
susa,1,0,0,0,0,0,0,0
susceptibility,1,0,0,0,0,0,0,0
susceptible,1,0,1,0,0,0,0,0
suspect,1,0,1,0,0,0,0,0
suspected,1,0,0,0,0,0,0,0
suspecting,1,0,0,0,0,0,0,0
suspend,1,0,0,0,0,0,0,0
suspended,0,0,1,0,0,1,0,0
suspense,1,0,0,0,0,0,0,0
suspicion,1,0,0,0,1,1,0,0
suspicious,1,0,0,0,1,0,0,0
suspiciously,1,0,0,0,0,0,0,0
sustain,1,0,0,0,0,1,0,0
sustained,1,0,1,0,0,0,0,0
suu,0,0,1,0,0,0,0,0
suv,0,1,0,0,0,0,0,0
suzerainty,1,0,0,0,0,0,0,0
svalbard,0,0,0,0,0,0,1,0
svlm,0,0,1,0,0,0,0,0
svnd,0,0,1,0,0,0,0,0
svrcina,0,0,1,0,0,0,0,0
svē,0,0,1,0,0,0,0,0
swae,0,0,1,0,0,0,0,0
swaecation,0,0,1,0,0,0,0,0
swallow,2,1,2,0,0,3,0,0
swallowed,1,0,2,0,0,0,0,1
swallowing,0,1,1,0,0,0,0,0
swallowtail,1,0,0,0,0,0,0,0
swam,1,0,0,0,0,2,0,0
swampers,0,0,0,0,0,1,0,0
swan,1,1,1,0,0,1,0,0
swann,3,0,0,0,0,0,0,0
swansdown,1,0,0,0,0,0,0,0
sward,0,0,0,0,0,1,0,0
swarm,1,0,0,0,0,0,0,0
swarmed,0,1,0,0,0,0,0,0
swarming,0,0,0,0,1,0,0,0
sway,1,0,1,0,0,2,0,0
swaying,0,0,1,0,0,1,0,0
swear,3,0,1,0,0,2,1,3
swearing,0,0,0,0,0,1,0,0
swears,0,0,0,0,0,0,0,1
sweat,3,1,3,0,0,6,2,1
sweated,0,0,0,0,0,2,0,0
sweater,0,1,2,0,0,1,0,0
sweatin,0,0,1,0,0,0,0,0
sweating,1,1,0,0,0,0,0,0
sweatshirt,0,1,1,0,0,0,0,0
sweaty,0,1,0,0,0,0,0,0
sweden,2,0,0,0,0,0,0,1
swedenborg,0,0,0,0,0,1,0,0
sweep,1,1,1,0,0,2,1,0
sweeping,1,1,1,0,2,1,0,1
sweet,7,1,5,0,3,21,5,5
sweetandsour,0,0,0,0,0,0,0,1
sweetener,0,0,1,0,0,0,0,0
sweeter,0,0,0,0,1,0,0,0
sweetest,0,0,1,0,1,1,0,0
sweetheart,1,1,2,0,0,0,0,0
sweetie,0,0,1,0,1,1,0,0
sweetly,0,0,2,0,0,0,0,0
sweetmeat,1,0,0,0,0,0,0,0
sweetness,1,0,1,0,0,1,0,0
sweety,0,0,1,0,0,0,0,0
swell,1,0,2,0,0,0,0,0
swelling,1,1,0,0,0,0,0,0
swelter,0,0,0,0,0,1,0,0
swept,1,0,0,0,0,0,0,1
swerve,0,0,1,0,0,1,0,0
swerving,0,0,0,0,0,1,0,0
swift,1,0,2,0,0,1,0,0
swiftly,1,0,0,0,0,1,0,0
swiftness,1,0,0,0,0,0,0,0
swim,1,1,2,0,0,1,0,1
swimming,3,1,1,0,0,1,0,1
swindell,0,0,1,0,0,0,0,0
swindler,1,0,0,0,0,0,0,0
swing,2,1,2,1,0,4,2,0
swingin,0,0,1,0,0,0,0,0
swinging,1,0,0,0,0,2,0,0
swirlin,0,0,0,0,1,0,0,0
swirling,1,0,0,0,0,2,0,0
swish,0,0,1,0,0,0,0,0
swiss,0,0,3,0,0,1,0,0
switch,2,0,3,0,0,0,0,1
switched,0,0,0,0,0,1,0,0
swizz,0,0,1,0,0,0,0,0
swollen,1,0,0,0,0,0,0,0
swoon,1,0,0,0,0,0,0,0
swooning,0,0,0,0,0,1,0,0
swoop,0,0,0,0,0,0,0,1
swoope,0,0,1,0,0,0,0,0
sword,1,0,1,0,0,3,0,1
swore,0,0,1,0,0,3,0,0
sworn,0,0,1,0,0,0,0,0
swotted,1,0,0,0,0,0,0,0
swung,1,0,0,0,0,0,0,0
swv,0,0,1,0,0,0,0,0
sy,0,0,1,0,0,0,0,0
sylar,0,1,0,0,0,0,0,0
syllable,1,0,0,0,0,1,0,0
syllogism,0,0,1,0,0,0,0,0
sylph,1,0,0,0,0,0,0,0
sylva,2,0,0,0,0,0,0,0
sylvan,1,0,1,0,0,0,0,0
symbiotic,0,0,0,0,0,0,1,0
symbiphonïa,0,0,0,0,0,0,0,1
symboi,0,0,0,0,0,0,0,1
symboiic,0,0,0,0,0,0,0,1
symbol,1,1,1,0,0,1,0,0
symbolic,1,0,0,0,0,0,0,1
symbolical,1,0,0,0,0,0,0,0
symbolise,1,0,0,0,0,0,0,0
symbolism,0,0,0,0,0,1,0,0
symmetrical,1,0,0,0,0,0,0,0
symmetrically,1,0,1,0,0,0,0,0
symmetry,1,0,0,0,0,0,0,0
symonds,0,0,0,0,0,0,0,1
sympathetic,1,0,0,0,0,0,0,0
sympathise,1,0,0,0,0,0,0,0
sympathy,1,0,0,0,1,2,0,0
symphony,1,0,1,0,0,0,0,1
symptom,1,0,0,0,0,0,0,0
synagogue,1,0,0,0,0,0,0,0
synchronicity,0,0,1,0,0,0,0,0
syndicate,2,0,0,0,0,0,0,0
syne,0,0,1,0,0,0,0,0
synergy,0,0,0,0,0,0,0,1
synodis,0,0,1,0,0,0,0,0
synopsis,0,0,0,0,0,1,0,0
synthesis,1,0,1,0,0,1,1,0
synthesizer,0,0,1,0,0,0,0,0
syrian,0,0,1,0,0,0,0,0
system,1,1,1,0,0,1,1,1
systematically,0,0,1,0,0,0,0,0
sza,0,0,1,0,0,0,0,0
sè,1,0,0,0,0,0,0,0
sèvres,1,0,0,0,0,0,0,0
sébastien,0,0,0,0,0,0,0,1
séquence,0,0,0,0,0,0,0,1
sévigné,3,0,0,0,0,0,0,0
sólo,0,0,0,0,1,0,0,0
ta,0,0,2,0,0,0,0,1
ta13oo,0,0,1,0,0,0,0,0
tab,0,0,1,0,0,0,0,0
tabernacle,1,0,0,0,0,1,0,0
tabie,0,0,0,0,0,0,0,1
table,3,1,3,0,1,2,0,0
tablet,0,0,1,0,0,1,0,0
taboo,1,0,0,0,0,0,0,0
tabulate,1,0,0,0,0,0,0,0
tacit,1,0,0,0,0,0,0,0
tacitly,1,0,0,0,0,0,0,0
tack,0,1,0,0,0,0,0,0
tackle,1,1,3,0,0,0,0,0
tacky,0,0,0,0,0,1,0,0
taco,0,0,0,0,0,0,0,1
tact,1,0,0,0,0,0,1,0
tactful,1,0,0,0,0,0,0,0
tactic,1,0,0,0,0,0,1,0
tactical,1,0,0,0,0,0,0,0
tactician,1,0,0,0,0,0,0,0
tactlessness,1,0,0,0,0,0,0,0
tag,0,1,1,0,0,0,0,0
taient,0,0,0,0,0,0,0,1
taiiest,0,0,0,0,0,0,0,1
taik,0,0,0,0,0,0,0,1
taiked,0,0,0,0,0,0,0,1
taiking,0,0,0,0,0,0,0,1
tail,2,0,0,0,1,1,0,1
tailgate,0,0,1,0,0,0,0,0
tailor,2,0,0,0,1,1,0,0
tailormade,1,0,0,0,0,0,0,0
tailpiece,1,0,0,0,0,0,0,0
tailpipe,0,0,1,0,0,0,0,0
taint,1,0,0,0,0,0,0,0
tainted,1,0,0,0,0,0,0,0
taj,0,0,0,0,1,0,0,0
take,28,3,7,0,22,46,22,30
taken,4,0,2,0,1,5,0,3
takeout,0,0,1,0,0,0,0,0
